#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CBX7	PHC3	9606.ENSP00000216133	9606.ENSP00000420294	0	0	0	0	0	0.851	0.900	0.580	0.993
CBX7	PHC1	9606.ENSP00000216133	9606.ENSP00000437659	0	0	0	0	0.056	0.844	0.900	0.695	0.994
CBX7	COMMD3-BMI1	9606.ENSP00000216133	9606.ENSP00000473391	0	0	0	0	0	0.402	0	0.991	0.994
CBX7	HDAC2	9606.ENSP00000216133	9606.ENSP00000430432	0	0	0	0	0	0.503	0.900	0.906	0.994
CBX7	CBX8	9606.ENSP00000216133	9606.ENSP00000269385	0	0	0.078	0.771	0	0.292	0.900	0.940	0.995
CBX7	EZH2	9606.ENSP00000216133	9606.ENSP00000320147	0	0	0	0	0.059	0.100	0.900	0.963	0.996
CBX7	PHC2	9606.ENSP00000216133	9606.ENSP00000257118	0	0	0	0	0.045	0.870	0.900	0.745	0.996
CBX7	PCGF2	9606.ENSP00000216133	9606.ENSP00000482063	0	0	0	0	0	0.860	0.900	0.870	0.998
CBX7	RING1	9606.ENSP00000216133	9606.ENSP00000363787	0	0	0	0	0.056	0.845	0.900	0.989	0.999
CBX7	RNF2	9606.ENSP00000216133	9606.ENSP00000356480	0	0	0	0	0	0.991	0.900	0.937	0.999
CBX8	CSNK2A1	9606.ENSP00000269385	9606.ENSP00000217244	0	0	0	0	0	0.292	0.500	0.413	0.774
CBX8	H3-3B	9606.ENSP00000269385	9606.ENSP00000254810	0	0	0	0	0	0.315	0.500	0.641	0.866
CBX8	PHC2	9606.ENSP00000269385	9606.ENSP00000257118	0	0	0	0	0.067	0.873	0.900	0.943	0.999
CBX8	KAT5	9606.ENSP00000269385	9606.ENSP00000340330	0	0	0	0	0	0.366	0	0.568	0.715
CBX8	RAD51	9606.ENSP00000269385	9606.ENSP00000493712	0	0	0	0	0	0	0.720	0.080	0.731
CBX8	CSNK2B	9606.ENSP00000269385	9606.ENSP00000365042	0	0	0	0	0	0.422	0.500	0.408	0.813
CBX8	H3-4	9606.ENSP00000269385	9606.ENSP00000355657	0	0	0	0	0.042	0.540	0	0.644	0.830
CBX8	H3C13	9606.ENSP00000269385	9606.ENSP00000333277	0	0	0	0	0	0.315	0.500	0.645	0.868
CBX8	H3C12	9606.ENSP00000269385	9606.ENSP00000352252	0	0	0	0	0	0.315	0.500	0.649	0.869
CBX8	CDC26	9606.ENSP00000269385	9606.ENSP00000363322	0	0	0	0	0	0	0.900	0	0.900
CBX8	CDC27	9606.ENSP00000269385	9606.ENSP00000434614	0	0	0	0	0	0.046	0.900	0.066	0.903
CBX8	HDAC2	9606.ENSP00000269385	9606.ENSP00000430432	0	0	0	0	0	0.144	0.900	0.353	0.939
CBX8	EZH2	9606.ENSP00000269385	9606.ENSP00000320147	0	0	0	0	0	0.127	0.900	0.664	0.968
CBX8	PCGF6	9606.ENSP00000269385	9606.ENSP00000358862	0	0	0	0	0	0.679	0.900	0.603	0.986
CBX8	COMMD3-BMI1	9606.ENSP00000269385	9606.ENSP00000473391	0	0	0	0	0	0.583	0	0.976	0.989
CBX8	PHC1	9606.ENSP00000269385	9606.ENSP00000437659	0	0	0	0	0	0.858	0.900	0.796	0.996
CBX8	PHC3	9606.ENSP00000269385	9606.ENSP00000420294	0	0	0	0	0	0.807	0.900	0.921	0.998
CBX8	RNF2	9606.ENSP00000269385	9606.ENSP00000356480	0	0	0	0	0	0.918	0.900	0.824	0.998
CBX8	PCGF2	9606.ENSP00000269385	9606.ENSP00000482063	0	0	0	0	0	0.925	0.900	0.803	0.998
CBX8	RING1	9606.ENSP00000269385	9606.ENSP00000363787	0	0	0	0	0.070	0.901	0.900	0.987	0.999
CBY1	LEF1	9606.ENSP00000478962	9606.ENSP00000265165	0	0	0	0	0	0	0	0.773	0.773
CBY1	YWHAZ	9606.ENSP00000478962	9606.ENSP00000379287	0	0	0	0	0	0.958	0.800	0.203	0.992
CBY1	CTNNB1	9606.ENSP00000478962	9606.ENSP00000495360	0	0	0	0	0	0.649	0.900	0.810	0.992
CCN2	MMP2	9606.ENSP00000356954	9606.ENSP00000219070	0	0	0	0	0.175	0	0	0.813	0.839
CCN2	TGFB1	9606.ENSP00000356954	9606.ENSP00000221930	0	0	0	0	0.102	0	0	0.967	0.969
CCN2	EGR1	9606.ENSP00000356954	9606.ENSP00000239938	0	0	0	0	0.177	0	0	0.666	0.713
CCN2	SMAD2	9606.ENSP00000356954	9606.ENSP00000262160	0	0	0	0	0.062	0	0	0.842	0.845
CCN2	FGF2	9606.ENSP00000356954	9606.ENSP00000264498	0	0	0	0	0.145	0	0	0.776	0.800
CCN2	EGF	9606.ENSP00000356954	9606.ENSP00000265171	0	0	0	0	0	0	0	0.755	0.755
CCN2	EGFR	9606.ENSP00000356954	9606.ENSP00000275493	0	0	0	0	0.146	0.292	0	0.694	0.799
CCN2	MMP3	9606.ENSP00000356954	9606.ENSP00000299855	0	0	0	0	0.098	0	0	0.824	0.834
CCN2	FOS	9606.ENSP00000356954	9606.ENSP00000306245	0	0	0	0	0.196	0	0	0.666	0.720
CCN2	SMAD3	9606.ENSP00000356954	9606.ENSP00000332973	0	0	0	0	0.102	0	0	0.735	0.751
CCN2	FN1	9606.ENSP00000356954	9606.ENSP00000346839	0	0	0	0	0.216	0.292	0	0.939	0.963
CCN2	CD9	9606.ENSP00000356954	9606.ENSP00000371958	0	0	0	0	0.125	0	0	0.677	0.705
CCN2	TNF	9606.ENSP00000356954	9606.ENSP00000398698	0	0	0	0	0.102	0	0	0.723	0.740
CCN2	MYC	9606.ENSP00000356954	9606.ENSP00000478887	0	0	0	0	0.121	0.161	0	0.679	0.742
CCN2	HIF1A	9606.ENSP00000356954	9606.ENSP00000437955	0	0	0	0	0.062	0	0	0.743	0.748
CCN2	IL6	9606.ENSP00000356954	9606.ENSP00000385675	0	0	0	0	0.168	0	0	0.736	0.771
CCN2	ITGB1	9606.ENSP00000356954	9606.ENSP00000379350	0	0	0	0	0.126	0	0	0.774	0.794
CCN2	MMP9	9606.ENSP00000356954	9606.ENSP00000361405	0	0	0	0	0	0	0	0.809	0.809
CCN2	JUN	9606.ENSP00000356954	9606.ENSP00000360266	0	0	0	0	0.200	0	0	0.794	0.828
CCN2	IGF1	9606.ENSP00000356954	9606.ENSP00000376637	0	0	0	0	0.049	0	0	0.829	0.830
CCN2	YAP1	9606.ENSP00000356954	9606.ENSP00000478927	0	0	0	0	0.213	0.292	0.500	0.681	0.899
CCNA2	RAD51AP1	9606.ENSP00000481380	9606.ENSP00000228843	0	0	0	0	0.650	0	0	0.270	0.734
CCNA2	CDKN1B	9606.ENSP00000481380	9606.ENSP00000228872	0	0	0	0	0	0.999	0.900	0.997	0.999
CCNA2	SKP1	9606.ENSP00000481380	9606.ENSP00000231487	0	0	0	0	0	0.918	0.500	0.964	0.998
CCNA2	MND1	9606.ENSP00000481380	9606.ENSP00000240488	0	0	0	0	0.682	0	0	0.150	0.718
CCNA2	RPA1	9606.ENSP00000481380	9606.ENSP00000254719	0	0	0	0	0.166	0.292	0	0.559	0.717
CCNA2	CCNB1	9606.ENSP00000481380	9606.ENSP00000256442	0	0	0	0.731	0.855	0.588	0.400	0.889	0.995
CCNA2	CDK4	9606.ENSP00000481380	9606.ENSP00000257904	0	0.002	0	0	0.348	0.995	0	0.995	0.999
CCNA2	MDM2	9606.ENSP00000481380	9606.ENSP00000258149	0	0	0	0	0.056	0	0.400	0.735	0.837
CCNA2	CREBBP	9606.ENSP00000481380	9606.ENSP00000262367	0	0	0	0	0.058	0.683	0	0.275	0.764
CCNA2	CCNE1	9606.ENSP00000481380	9606.ENSP00000262643	0	0	0	0.641	0.344	0.176	0.400	0.737	0.903
CCNA2	EP300	9606.ENSP00000481380	9606.ENSP00000263253	0	0	0	0	0.059	0.696	0	0.397	0.812
CCNA2	CDK6	9606.ENSP00000481380	9606.ENSP00000265734	0	0.001	0	0	0.342	0.995	0	0.994	0.999
CCNA2	CDK2	9606.ENSP00000481380	9606.ENSP00000266970	0	0.003	0	0	0.453	0.999	0.900	0.999	0.999
CCNA2	RB1	9606.ENSP00000481380	9606.ENSP00000267163	0	0	0	0	0.162	0.847	0.900	0.911	0.998
CCNA2	TP53	9606.ENSP00000481380	9606.ENSP00000269305	0	0	0	0	0.099	0.292	0.500	0.994	0.997
CCNA2	RPS27A	9606.ENSP00000481380	9606.ENSP00000272317	0	0	0	0	0.074	0.801	0.500	0.085	0.904
CCNA2	SKP2	9606.ENSP00000481380	9606.ENSP00000274255	0	0	0	0	0.331	0.983	0.500	0.997	0.999
CCNA2	PCLAF	9606.ENSP00000481380	9606.ENSP00000300035	0	0	0	0	0.757	0	0	0.551	0.886
CCNA2	PLK1	9606.ENSP00000481380	9606.ENSP00000300093	0	0	0	0	0.757	0	0	0.836	0.958
CCNA2	CDC25A	9606.ENSP00000481380	9606.ENSP00000303706	0	0	0	0	0.515	0.079	0.500	0.741	0.934
CCNA2	CDC25C	9606.ENSP00000481380	9606.ENSP00000321656	0	0	0	0	0.688	0	0.500	0.741	0.956
CCNA2	PPP2R1A	9606.ENSP00000481380	9606.ENSP00000324804	0	0	0	0	0	0	0.500	0.469	0.723
CCNA2	MRE11	9606.ENSP00000481380	9606.ENSP00000325863	0	0	0	0	0.109	0.292	0.500	0.166	0.702
CCNA2	CUL1	9606.ENSP00000481380	9606.ENSP00000326804	0	0	0	0	0.049	0.916	0.500	0.674	0.985
CCNA2	SP1	9606.ENSP00000481380	9606.ENSP00000329357	0	0	0	0	0.058	0.625	0	0.266	0.718
CCNA2	FOXM1	9606.ENSP00000481380	9606.ENSP00000342307	0	0	0	0	0.725	0	0.500	0.901	0.985
CCNA2	E2F1	9606.ENSP00000481380	9606.ENSP00000345571	0	0	0	0	0.244	0.813	0.900	0.989	0.999
CCNA2	E2F2	9606.ENSP00000481380	9606.ENSP00000355249	0	0	0	0	0.151	0.146	0.900	0.674	0.973
CCNA2	EXO1	9606.ENSP00000481380	9606.ENSP00000355506	0	0	0	0	0.733	0.324	0	0.382	0.879
CCNA2	H3-4	9606.ENSP00000481380	9606.ENSP00000355657	0	0	0	0	0.131	0	0.500	0.631	0.826
CCNA2	CDK9	9606.ENSP00000481380	9606.ENSP00000362361	0	0.002	0	0	0	0	0	0.755	0.755
CCNA2	HDAC1	9606.ENSP00000481380	9606.ENSP00000362649	0	0	0	0	0.100	0.292	0.500	0.465	0.806
CCNA2	CDC26	9606.ENSP00000481380	9606.ENSP00000363322	0	0	0	0	0	0.800	0.500	0.220	0.915
CCNA2	TFDP1	9606.ENSP00000481380	9606.ENSP00000364519	0	0	0	0	0.229	0.180	0.500	0.615	0.862
CCNA2	E2F4	9606.ENSP00000481380	9606.ENSP00000368686	0	0	0	0	0.073	0.620	0.500	0.634	0.927
CCNA2	TP53BP1	9606.ENSP00000481380	9606.ENSP00000371475	0	0	0	0	0.044	0	0.500	0.532	0.756
CCNA2	CHEK2	9606.ENSP00000481380	9606.ENSP00000372023	0	0	0	0	0.351	0	0	0.624	0.746
CCNA2	CDK1	9606.ENSP00000481380	9606.ENSP00000378699	0	0.007	0	0	0.993	0.939	0.900	0.998	0.999
CCNA2	RBBP8	9606.ENSP00000481380	9606.ENSP00000382628	0	0	0	0	0.182	0	0.500	0.425	0.744
CCNA2	CDKN1A	9606.ENSP00000481380	9606.ENSP00000384849	0	0	0	0	0	0.924	0.900	0.995	0.999
CCNA2	CHEK1	9606.ENSP00000481380	9606.ENSP00000391090	0	0	0	0	0.790	0	0	0.721	0.939
CCNA2	PPP2CA	9606.ENSP00000481380	9606.ENSP00000418447	0	0	0	0	0.071	0	0.500	0.491	0.743
CCNA2	H2AX	9606.ENSP00000481380	9606.ENSP00000434024	0	0	0	0	0.248	0	0.500	0.456	0.777
CCNA2	CDC27	9606.ENSP00000481380	9606.ENSP00000434614	0	0	0	0	0.062	0.879	0.500	0.746	0.983
CCNA2	MYC	9606.ENSP00000481380	9606.ENSP00000478887	0	0	0	0	0.087	0	0	0.720	0.734
CCNA2	CTNNB1	9606.ENSP00000481380	9606.ENSP00000495360	0	0	0	0	0.055	0.328	0	0.601	0.725
CCNA2	RAD51	9606.ENSP00000481380	9606.ENSP00000493712	0	0	0	0	0.616	0	0	0.479	0.791
CCNB1	CCND1	9606.ENSP00000256442	9606.ENSP00000227507	0	0	0	0.646	0.143	0.048	0	0.771	0.797
CCNB1	CDKN1B	9606.ENSP00000256442	9606.ENSP00000228872	0	0	0	0	0	0.826	0	0.849	0.972
CCNB1	H3-3B	9606.ENSP00000256442	9606.ENSP00000254810	0	0	0	0	0.118	0.047	0.400	0.670	0.811
CCNB1	LMNB1	9606.ENSP00000256442	9606.ENSP00000261366	0	0	0	0	0.291	0	0.400	0.406	0.725
CCNB1	PARP1	9606.ENSP00000256442	9606.ENSP00000355759	0	0	0	0	0.186	0	0	0.681	0.729
CCNB1	RELA	9606.ENSP00000256442	9606.ENSP00000384273	0	0	0	0	0.057	0.314	0	0.624	0.735
CCNB1	RAD21	9606.ENSP00000256442	9606.ENSP00000297338	0	0	0	0	0.138	0.301	0.400	0.367	0.741
CCNB1	CCNE1	9606.ENSP00000256442	9606.ENSP00000262643	0	0	0	0.633	0.467	0	0	0.544	0.746
CCNB1	FANCI	9606.ENSP00000256442	9606.ENSP00000310842	0	0	0	0	0.508	0	0	0.505	0.746
CCNB1	MDM2	9606.ENSP00000256442	9606.ENSP00000258149	0	0	0	0	0.054	0.073	0	0.735	0.748
CCNB1	RAD51	9606.ENSP00000256442	9606.ENSP00000493712	0	0	0	0	0.510	0.189	0	0.443	0.759
CCNB1	TP53BP1	9606.ENSP00000256442	9606.ENSP00000371475	0	0	0	0	0.078	0.370	0	0.618	0.759
CCNB1	RB1	9606.ENSP00000256442	9606.ENSP00000267163	0	0	0	0	0.075	0.510	0	0.529	0.768
CCNB1	CDKN2A	9606.ENSP00000256442	9606.ENSP00000418915	0	0	0	0	0.058	0.091	0	0.756	0.772
CCNB1	EXO1	9606.ENSP00000256442	9606.ENSP00000355506	0	0	0	0	0.521	0.328	0	0.350	0.773
CCNB1	PCLAF	9606.ENSP00000256442	9606.ENSP00000300035	0	0	0	0	0.542	0	0	0.574	0.796
CCNB1	SKP2	9606.ENSP00000256442	9606.ENSP00000274255	0	0	0	0	0.227	0.416	0	0.587	0.797
CCNB1	FOXO1	9606.ENSP00000256442	9606.ENSP00000368880	0	0	0	0	0	0.693	0	0.372	0.799
CCNB1	EGFR	9606.ENSP00000256442	9606.ENSP00000275493	0	0	0	0	0.042	0.103	0	0.790	0.804
CCNB1	H3-4	9606.ENSP00000256442	9606.ENSP00000355657	0	0	0	0	0.111	0.047	0.400	0.672	0.810
CCNB1	H3C13	9606.ENSP00000256442	9606.ENSP00000333277	0	0	0	0	0.118	0.047	0.400	0.672	0.812
CCNB1	H3C12	9606.ENSP00000256442	9606.ENSP00000352252	0	0	0	0	0.135	0.047	0.400	0.671	0.815
CCNB1	EP300	9606.ENSP00000256442	9606.ENSP00000263253	0	0	0	0	0.067	0.292	0.500	0.509	0.816
CCNB1	CHEK2	9606.ENSP00000256442	9606.ENSP00000372023	0	0	0	0	0.201	0.283	0	0.706	0.817
CCNB1	GAPDH	9606.ENSP00000256442	9606.ENSP00000380070	0	0	0	0	0.310	0.292	0	0.677	0.828
CCNB1	E2F1	9606.ENSP00000256442	9606.ENSP00000345571	0	0	0	0	0.235	0	0	0.792	0.834
CCNB1	MYC	9606.ENSP00000256442	9606.ENSP00000478887	0	0	0	0	0.085	0.292	0	0.818	0.872
CCNB1	TP53	9606.ENSP00000256442	9606.ENSP00000269305	0	0	0	0	0.095	0.053	0	0.908	0.914
CCNB1	CDC26	9606.ENSP00000256442	9606.ENSP00000363322	0	0	0	0	0.045	0	0.900	0.285	0.925
CCNB1	CDK6	9606.ENSP00000256442	9606.ENSP00000265734	0	0	0	0	0.404	0.306	0	0.838	0.927
CCNB1	CHEK1	9606.ENSP00000256442	9606.ENSP00000391090	0	0	0	0	0.449	0.069	0	0.885	0.935
CCNB1	CDK4	9606.ENSP00000256442	9606.ENSP00000257904	0	0	0	0	0.419	0.306	0	0.864	0.940
CCNB1	SFN	9606.ENSP00000256442	9606.ENSP00000340989	0	0	0	0	0.056	0.099	0.900	0.644	0.965
CCNB1	H2AX	9606.ENSP00000256442	9606.ENSP00000434024	0	0	0	0	0.210	0.051	0.400	0.949	0.974
CCNB1	CDKN1A	9606.ENSP00000256442	9606.ENSP00000384849	0	0	0	0	0	0.866	0	0.837	0.977
CCNB1	GADD45A	9606.ENSP00000256442	9606.ENSP00000360025	0	0	0	0	0	0.292	0.900	0.782	0.983
CCNB1	FOXM1	9606.ENSP00000256442	9606.ENSP00000342307	0	0	0	0	0.683	0.535	0.500	0.863	0.988
CCNB1	CDC25C	9606.ENSP00000256442	9606.ENSP00000321656	0	0	0	0	0.508	0.345	0.500	0.951	0.991
CCNB1	CDC25A	9606.ENSP00000256442	9606.ENSP00000303706	0	0	0	0	0.399	0.659	0.900	0.804	0.995
CCNB1	PLK1	9606.ENSP00000256442	9606.ENSP00000300093	0	0	0	0	0.781	0.588	0.900	0.982	0.999
CCNB1	CDK2	9606.ENSP00000256442	9606.ENSP00000266970	0	0	0	0	0.442	0.990	0.400	0.992	0.999
CCNB1	CDK1	9606.ENSP00000256442	9606.ENSP00000378699	0	0	0	0	0.895	0.999	0.900	0.999	0.999
CCNB1	CDC27	9606.ENSP00000256442	9606.ENSP00000434614	0	0	0	0	0.099	0.994	0.900	0.750	0.999
CCND1	SIRT1	9606.ENSP00000227507	9606.ENSP00000212015	0	0	0	0	0	0	0	0.721	0.721
CCND1	MMP2	9606.ENSP00000227507	9606.ENSP00000219070	0	0	0	0	0.123	0	0	0.713	0.738
CCND1	TSC2	9606.ENSP00000227507	9606.ENSP00000219476	0	0	0	0	0.042	0.535	0	0.543	0.779
CCND1	RPS6KB1	9606.ENSP00000227507	9606.ENSP00000225577	0	0	0	0	0.047	0	0	0.718	0.720
CCND1	TFDP1	9606.ENSP00000227507	9606.ENSP00000364519	0	0	0	0	0.074	0.060	0.500	0.394	0.701
CCND1	STAT6	9606.ENSP00000227507	9606.ENSP00000300134	0	0	0	0	0.059	0.091	0.500	0.391	0.704
CCND1	PIK3CA	9606.ENSP00000227507	9606.ENSP00000263967	0	0	0	0	0	0	0	0.704	0.704
CCND1	SNAI1	9606.ENSP00000227507	9606.ENSP00000244050	0	0	0	0	0.049	0	0	0.703	0.705
CCND1	TWIST1	9606.ENSP00000227507	9606.ENSP00000242261	0	0	0	0	0.074	0	0.400	0.522	0.711
CCND1	RBPJ	9606.ENSP00000227507	9606.ENSP00000345206	0	0	0	0	0	0	0.500	0.447	0.711
CCND1	HSP90AB1	9606.ENSP00000227507	9606.ENSP00000360609	0	0	0	0	0.050	0.067	0	0.701	0.711
CCND1	SMARCB1	9606.ENSP00000227507	9606.ENSP00000340883	0	0	0	0	0.044	0.075	0.500	0.434	0.716
CCND1	SMARCA4	9606.ENSP00000227507	9606.ENSP00000343896	0	0	0	0	0.055	0	0.500	0.453	0.718
CCND1	RAD51	9606.ENSP00000227507	9606.ENSP00000493712	0	0	0	0	0.049	0.292	0	0.619	0.721
CCND1	MAPK8	9606.ENSP00000227507	9606.ENSP00000378974	0	0	0	0	0.078	0	0	0.713	0.724
CCND1	PARP1	9606.ENSP00000227507	9606.ENSP00000355759	0	0	0	0	0.045	0	0	0.722	0.724
CCND1	FOXM1	9606.ENSP00000227507	9606.ENSP00000342307	0	0	0	0	0.075	0	0	0.715	0.725
CCND1	CDH2	9606.ENSP00000227507	9606.ENSP00000269141	0	0	0	0	0.063	0	0	0.720	0.726
CCND1	PLK1	9606.ENSP00000227507	9606.ENSP00000300093	0	0	0	0	0.067	0.071	0	0.710	0.727
CCND1	MYCN	9606.ENSP00000227507	9606.ENSP00000281043	0	0	0	0	0.066	0	0	0.723	0.730
CCND1	EGF	9606.ENSP00000227507	9606.ENSP00000265171	0	0	0	0	0	0	0	0.731	0.731
CCND1	H2AX	9606.ENSP00000227507	9606.ENSP00000434024	0	0	0	0	0.066	0	0.500	0.479	0.735
CCND1	FN1	9606.ENSP00000227507	9606.ENSP00000346839	0	0	0	0	0.151	0	0	0.709	0.743
CCND1	SMAD2	9606.ENSP00000227507	9606.ENSP00000262160	0	0	0	0	0.067	0	0	0.736	0.743
CCND1	MAPK3	9606.ENSP00000227507	9606.ENSP00000263025	0	0	0	0	0.060	0	0	0.739	0.744
CCND1	NANOG	9606.ENSP00000227507	9606.ENSP00000229307	0	0	0	0	0.044	0	0.400	0.593	0.746
CCND1	HRAS	9606.ENSP00000227507	9606.ENSP00000407586	0	0	0	0	0.077	0.071	0	0.728	0.747
CCND1	FOXO3	9606.ENSP00000227507	9606.ENSP00000339527	0	0	0	0	0	0	0.400	0.610	0.756
CCND1	ZEB1	9606.ENSP00000227507	9606.ENSP00000354487	0	0	0	0	0	0	0.400	0.614	0.758
CCND1	PXDNL	9606.ENSP00000227507	9606.ENSP00000348645	0	0	0	0	0.057	0	0	0.757	0.761
CCND1	IL6	9606.ENSP00000227507	9606.ENSP00000385675	0	0	0	0	0.074	0	0	0.754	0.763
CCND1	HNF4A	9606.ENSP00000227507	9606.ENSP00000312987	0	0	0	0	0	0	0	0.773	0.773
CCND1	PXDN	9606.ENSP00000227507	9606.ENSP00000252804	0	0	0	0	0.124	0	0	0.757	0.778
CCND1	STAT1	9606.ENSP00000227507	9606.ENSP00000354394	0	0	0	0	0.054	0.091	0	0.767	0.783
CCND1	NRAS	9606.ENSP00000227507	9606.ENSP00000358548	0	0	0	0	0.058	0.071	0	0.780	0.791
CCND1	RELA	9606.ENSP00000227507	9606.ENSP00000384273	0	0	0	0	0.066	0.510	0	0.579	0.791
CCND1	SOX2	9606.ENSP00000227507	9606.ENSP00000323588	0	0	0	0	0.064	0	0.400	0.659	0.792
CCND1	MMP9	9606.ENSP00000227507	9606.ENSP00000361405	0	0	0	0	0.074	0	0	0.792	0.799
CCND1	MTOR	9606.ENSP00000227507	9606.ENSP00000354558	0	0	0	0	0	0	0	0.802	0.802
CCND1	RUNX2	9606.ENSP00000227507	9606.ENSP00000360493	0	0	0	0	0.083	0	0.400	0.699	0.819
CCND1	GAPDH	9606.ENSP00000227507	9606.ENSP00000380070	0	0	0	0	0.060	0	0	0.815	0.819
CCND1	HSP90AA1	9606.ENSP00000227507	9606.ENSP00000335153	0	0	0	0	0.048	0.185	0	0.786	0.819
CCND1	H3C13	9606.ENSP00000227507	9606.ENSP00000333277	0	0	0	0	0.062	0	0.500	0.658	0.825
CCND1	H3C12	9606.ENSP00000227507	9606.ENSP00000352252	0	0	0	0	0.062	0	0.500	0.658	0.826
CCND1	H3-3B	9606.ENSP00000227507	9606.ENSP00000254810	0	0	0	0	0.062	0	0.500	0.660	0.827
CCND1	HDAC1	9606.ENSP00000227507	9606.ENSP00000362649	0	0	0	0	0.060	0.601	0	0.590	0.833
CCND1	PGR	9606.ENSP00000227507	9606.ENSP00000325120	0	0	0	0	0.055	0.516	0	0.666	0.834
CCND1	E2F4	9606.ENSP00000227507	9606.ENSP00000368686	0	0	0	0	0	0.068	0.500	0.675	0.835
CCND1	KRAS	9606.ENSP00000227507	9606.ENSP00000256078	0	0	0	0	0.058	0.101	0	0.821	0.835
CCND1	FOXO1	9606.ENSP00000227507	9606.ENSP00000368880	0	0	0	0	0	0	0.400	0.738	0.836
CCND1	MCL1	9606.ENSP00000227507	9606.ENSP00000358022	0	0	0	0	0.087	0	0	0.829	0.837
CCND1	EGFR	9606.ENSP00000227507	9606.ENSP00000275493	0	0	0	0	0.141	0.106	0	0.809	0.841
CCND1	CCNE1	9606.ENSP00000227507	9606.ENSP00000262643	0	0	0	0.665	0.104	0	0.500	0.674	0.841
CCND1	CDH1	9606.ENSP00000227507	9606.ENSP00000261769	0	0	0	0	0.056	0.292	0	0.796	0.851
CCND1	JAK2	9606.ENSP00000227507	9606.ENSP00000371067	0	0	0	0	0.055	0	0.400	0.760	0.852
CCND1	PTEN	9606.ENSP00000227507	9606.ENSP00000361021	0	0	0	0	0.070	0	0	0.850	0.855
CCND1	RUNX3	9606.ENSP00000227507	9606.ENSP00000382800	0	0	0	0	0.083	0.292	0.500	0.607	0.855
CCND1	E2F2	9606.ENSP00000227507	9606.ENSP00000355249	0	0	0	0	0	0.068	0.500	0.746	0.871
CCND1	SRC	9606.ENSP00000227507	9606.ENSP00000362680	0	0	0	0	0.087	0.287	0.400	0.719	0.875
CCND1	HIF1A	9606.ENSP00000227507	9606.ENSP00000437955	0	0	0	0	0.042	0	0.400	0.802	0.876
CCND1	HDAC3	9606.ENSP00000227507	9606.ENSP00000302967	0	0	0	0	0.060	0.787	0	0.543	0.900
CCND1	NOTCH1	9606.ENSP00000227507	9606.ENSP00000498587	0	0	0	0	0.103	0	0.500	0.800	0.902
CCND1	ERBB2	9606.ENSP00000227507	9606.ENSP00000269571	0	0	0	0	0.084	0.301	0	0.862	0.904
CCND1	LOC102723407	9606.ENSP00000227507	9606.ENSP00000478289	0	0	0	0	0	0	0	0.909	0.909
CCND1	JUN	9606.ENSP00000227507	9606.ENSP00000360266	0	0	0	0	0.042	0.292	0.500	0.790	0.919
CCND1	CUL1	9606.ENSP00000227507	9606.ENSP00000326804	0	0	0	0	0	0.735	0.500	0.474	0.924
CCND1	MDM2	9606.ENSP00000227507	9606.ENSP00000258149	0	0	0	0	0.055	0.292	0	0.898	0.926
CCND1	LEF1	9606.ENSP00000227507	9606.ENSP00000265165	0	0	0	0	0.074	0	0.500	0.861	0.930
CCND1	E2F1	9606.ENSP00000227507	9606.ENSP00000345571	0	0	0	0	0.062	0.068	0.500	0.876	0.938
CCND1	FOS	9606.ENSP00000227507	9606.ENSP00000306245	0	0	0	0	0.055	0.469	0.500	0.799	0.942
CCND1	HSPA8	9606.ENSP00000227507	9606.ENSP00000437125	0	0	0	0	0.055	0.515	0	0.891	0.945
CCND1	TP53	9606.ENSP00000227507	9606.ENSP00000269305	0	0	0	0	0	0.292	0	0.928	0.946
CCND1	CREB1	9606.ENSP00000227507	9606.ENSP00000387699	0	0	0	0	0	0	0.750	0.805	0.949
CCND1	SKP2	9606.ENSP00000227507	9606.ENSP00000274255	0	0	0	0	0.093	0.626	0.500	0.791	0.959
CCND1	KAT2B	9606.ENSP00000227507	9606.ENSP00000263754	0	0	0	0	0	0.510	0.500	0.847	0.959
CCND1	SKP1	9606.ENSP00000227507	9606.ENSP00000231487	0	0	0	0	0	0.897	0.500	0.440	0.968
CCND1	MYC	9606.ENSP00000227507	9606.ENSP00000478887	0	0	0	0	0.067	0	0.400	0.950	0.969
CCND1	CDC25A	9606.ENSP00000227507	9606.ENSP00000303706	0	0	0	0	0.075	0	0.900	0.704	0.970
CCND1	CTNNB1	9606.ENSP00000227507	9606.ENSP00000495360	0	0	0	0	0.073	0.300	0.500	0.926	0.972
CCND1	EP300	9606.ENSP00000227507	9606.ENSP00000263253	0	0	0	0	0	0.735	0.500	0.822	0.974
CCND1	STAT3	9606.ENSP00000227507	9606.ENSP00000264657	0	0	0	0	0.054	0.644	0.500	0.898	0.980
CCND1	CREBBP	9606.ENSP00000227507	9606.ENSP00000262367	0	0	0	0	0	0.292	0.900	0.828	0.986
CCND1	GSK3B	9606.ENSP00000227507	9606.ENSP00000324806	0	0	0	0	0	0.409	0.900	0.803	0.987
CCND1	ESR1	9606.ENSP00000227507	9606.ENSP00000405330	0	0	0	0	0.069	0.625	0.750	0.971	0.997
CCND1	RB1	9606.ENSP00000227507	9606.ENSP00000267163	0	0	0	0	0	0.932	0.900	0.831	0.998
